time_segment_key,  Start_Time_date,  Start_Time_time,  Duration,  Approved,  myPay_Key,  Pay_Created_Date,valid
 1179650,  4.0,  8.0,   8.00000,   0,   0,   NULL, true, true, true
 1179648,  6.0,  8.0,   8.00000,   0,   0,   NULL, true, true, true
 2621499,  3.0,  8.0,   8.00000,   0,   0,   NULL, true, true, true
 1179654,  5.0,  8.0,   8.00000,   0,   0,   NULL, true, true, true
 2621502,  2.0,  9.75,   6.75000,   0,   0,   NULL, true, true, true
 5505091,  5.0,  8.5,   8.50000,   0,   0,   NULL, true, true, true
 8388765,  5.0,  8.5,   8.00000,   0,   0,   NULL, true, true, true
 8388767,  6.0,  8.5,   8.00000,   0,   0,   NULL, true, true, true
 8388767,  7.0,  8.5,   8.00000,   0,   0,   NULL, false, true, true
 3932165,  5.0,  8.5,   8.00000,   0,   0,   NULL, true, true, true
 3932167,  6.0,  8.5,   8.00000,   0,   0,   NULL, true, true, true
 3932160,  3.0,  8.5,   8.00000,   0,   0,   NULL, true, true, true
 3932163,  4.0,  8.5,   8.00000,   0,   0,   NULL, true, true, true
 5505040,  2.0,  8.5,   7.50000,   0,   0,   NULL, true, true, true
 7733311,  3.0,  10.5,   6.75000,   0,   0,   NULL, true, true, true
 2883711,  3.0,  9.0,   7.25000,   0,   0,   NULL, true, true, true
 786521,  3.0,  9.25,   7.50000,   0,   0,   NULL, true, true, true
 786521,  3.0,  9.25,   7.25000,   0,   0,   NULL, true, true, false
 5373957,  6.0,  8.0,   8.00000,   1,   0,   NULL, true, true, true
 4849686,  6.0,  8.5,   5.50000,   0,   0,   NULL, true, true, true
 7733291,  2.0,  9.0,   8.00000,   0,   0,   NULL, true, true, true
 7733291,  3.0,  9.0,   8.00000,   0,   0,   NULL, false, true, true
 4194342,  3.0,  8.5,   7.50000,   0,   0,   NULL, true, true, true
 6291462,  3.0,  12.0,   5.00000,   0,   0,   NULL, true, true, true
 9044205,  3.0,  8.0,   5.00000,   0,   0,   NULL, true, true, true
 4194344,  4.0,  8.5,   7.50000,   0,   0,   NULL, true, true, true
 4194344,  4.0,  8.5,   1.00000,   0,   0,   NULL, true, true, false
 6291465,  4.0,  12.0,   5.00000,   0,   0,   NULL, true, true, true
 6291465,  4.0,  12.0,   17.00000,   0,   0,   NULL, true, true, false
 9044193,  6.0,  9.0,   8.00000,   0,   0,   NULL, true, true, true
 5505080,  4.0,  8.5,   8.50000,   0,   0,   NULL, true, true, true
 9044198,  4.0,  9.0,   8.00000,   0,   0,   NULL, true, true, true
 3932241,  6.0,  15.0,   2.50000,   0,   0,   NULL, true, true, true
 6291469,  5.0,  12.0,   6.00000,   0,   0,   NULL, true, true, true
 9044199,  5.0,  9.0,   8.00000,   0,   0,   NULL, true, true, true
 9044199,  5.0,  8.75,   8.00000,   0,   0,   NULL, true, false, true
 5505082,  2.0,  9.5,   8.00000,   0,   0,   NULL, true, true, true
 9044196,  2.0,  9.0,   8.00000,   0,   0,   NULL, true, true, true
 4194351,  5.0,  8.5,   7.50000,   0,   0,   NULL, true, true, true
 9044197,  3.0,  9.0,   8.00000,   0,   0,   NULL, true, true, true
 1048672,  4.0,  8.0,   8.50000,   0,   0,   NULL, true, true, true
 1048672,  4.0,  8.0,   8.00000,   0,   0,   NULL, true, true, false
 1310820,  4.0,  8.5,   7.50000,   0,   0,   NULL, true, true, true
 3932236,  5.0,  8.0,   7.00000,   0,   0,   NULL, true, true, true
 6291472,  6.0,  12.0,   5.00000,   0,   0,   NULL, true, true, true
 6291473,  3.0,  12.0,   6.00000,   0,   0,   NULL, true, true, true
 6291473,  3.0,  12.0,   5.00000,   0,   0,   NULL, true, true, false
 6291473,  3.0,  12.0,   6.00000,   0,   0,   NULL, true, true, false
 9044219,  6.0,  8.0,   5.00000,   0,   0,   NULL, true, true, true
 1310822,  5.0,  8.5,   7.50000,   0,   0,   NULL, true, true, true
 6291474,  4.0,  12.0,   5.00000,   0,   0,   NULL, true, true, true
 3932239,  6.0,  8.0,   4.00000,   0,   0,   NULL, true, true, true
 917626,  6.0,  8.5,   9.00000,   0,   0,   NULL, true, true, true
 1441890,  4.0,  8.5,   6.00000,   0,   0,   NULL, true, true, true
 3932232,  2.0,  8.0,   9.00000,   0,   0,   NULL, true, true, true
 5636130,  5.0,  10.0,   2.00000,   0,   0,   NULL, true, true, true
 6291476,  5.0,  12.0,   5.00000,   0,   0,   NULL, true, true, true
 2883673,  2.0,  9.0,   7.00000,   0,   0,   NULL, true, true, true
 917624,  5.0,  8.5,   9.00000,   0,   0,   NULL, true, true, true
 917624,  4.0,  8.5,   9.00000,   0,   0,   NULL, false, true, true
 1310818,  2.0,  10.0,   6.00000,   0,   0,   NULL, true, true, true
 3932234,  3.0,  9.5,   6.50000,   0,   0,   NULL, true, true, true
 1310819,  3.0,  8.5,   7.50000,   0,   0,   NULL, true, true, true
 3932235,  4.0,  8.5,   8.00000,   0,   0,   NULL, true, true, true
 917622,  4.0,  8.5,   9.00000,   0,   0,   NULL, true, true, true
 9044210,  4.0,  8.0,   5.00000,   0,   0,   NULL, true, true, true
 917620,  3.0,  8.5,   9.00000,   0,   0,   NULL, true, true, true
 786551,  4.0,  13.5,   4.00000,   1,   0,   NULL, true, true, true
 3801153,  6.0,  8.0,   6.00000,   0,   0,   NULL, true, true, true
 5505071,  3.0,  8.5,   8.50000,   0,   0,   NULL, true, true, true
 917618,  2.0,  8.5,   9.00000,   0,   0,   NULL, true, true, true
 1310824,  6.0,  9.5,   6.50000,   0,   0,   NULL, true, true, true
 786568,  5.0,  8.0,   9.00000,   0,   0,   NULL, true, true, true
 786569,  6.0,  8.0,   9.00000,   0,   0,   NULL, true, true, true
 786565,  2.0,  8.0,   9.00000,   0,   0,   NULL, true, true, true
 786566,  3.0,  8.0,   9.00000,   0,   0,   NULL, true, true, true
 786567,  4.0,  8.0,   9.00000,   0,   0,   NULL, true, true, true
 6160593,  5.0,  9.5,   5.00000,   0,   0,   NULL, true, true, true
 786588,  3.0,  7.5,   7.50000,   0,   0,   NULL, true, true, true
 786589,  4.0,  7.5,   7.50000,   0,   0,   NULL, true, true, true
